    0.183932074429930872E+05    0.299782992871574621E+02    0.369431697478262038E+02    0.693197286950739195-309
    0.211860160553394162E+05    0.289051797541036493E+02    0.391700372126184533E+02    0.693196062964681966-309
    0.877564914310568420E+05    0.350789066919972683E+02    0.259072884445492271E+02    0.693197291964359268-309
    0.309043221472814112E+05    0.320618432955790595E+02    0.289265369313408378E+02    0.693197307955722739-309
    0.870519241051160061E+05    0.472623678361432127E+02    0.323081352305323506E+02    0.693197301070028646-309
    0.162944404593809704E+05    0.214570529075357328E+02    0.453419349705371388E+02    0.693197627250745122-309
    0.508101890836809471E+05    0.742336127713259764E+01    0.375448503818271959E+02    0.693197552277982951-309
    0.240664262532417488E+05    0.254892365032352224E+02    0.400287200410832540E+02    0.693197611787280912-309
    0.141807631237417045E+05    0.384637519717216492E+02    0.400741985440254211E+02    0.779426634311676025E+00
    0.462359627657482088E+04    0.438055616448891527E+02    0.425968733736469929E+02    0.693194894649151204-309
    0.845175638470831291E+04    0.373048274052528299E+02    0.463805754957956609E+02    0.693197096356418383-309
    0.395797317537018171E+05    0.163492175936698914E+02    0.214535632729530334E+02    0.365634739398956299E+00
    0.180884373131199172E+05    0.116144400835037231E+02    0.173457950353622437E+02    0.274351000785827637E+00
    0.291495148296614534E+05    0.180535164356127922E+02    0.268562628611342227E+02    0.693192339003690012-309
    0.650614917627805626E+05    0.176701092517125140E+02    0.190389249470746407E+02    0.693194645024499431-309
    0.161902764943984639E+05    0.140034227558248752E+02    0.336081911849064596E+02    0.693186718888550913-309
    0.162777467587833107E+05    0.212206525472959342E+02    0.303252687358937436E+02    0.693194691357738546-309
    0.478023970869975383E+05    0.785965075873629360E+01    0.232766762716274194E+02    0.693195705058547936-309
    0.902438111778484745E+05    0.271420392649454421E+02    0.287070336400719555E+02    0.693194977875181176-309
    0.204275371144425117E+05    0.149157529148262071E+02    0.250488072966675830E+02    0.693197045016436588-309
    0.783454422694134701E+05    0.207683748319389601E+02    0.285505763066101572E+02    0.693197165002057317-309
    0.404096295304532759E+05    0.161856891461568608E+02    0.202405507421647783E+02    0.693197305899856299-309
    0.932773665825113712E+05    0.119327844780026346E+02    0.195074417692452045E+02    0.693197348390687599-309
    0.613773192129568415E+05    0.121501239375654677E+02    0.202450044459782958E+02    0.693197511551558885-309
    0.334315544239366573E+05    0.109034306712132931E+02    0.236399284582891660E+02    0.693197553346666706-309
    0.227816817859299081E+05    0.103191283853042108E+02    0.169343644839018452E+02    0.693197561819141552-309
    0.313047887643899448E+05    0.741487071864326452E+01    0.141929168611350089E+02    0.693197656152320595-309
    0.461401470577380169E+05    0.279273973924430621E+02    0.253043573328048979E+02    0.693197611381751830-309
    0.659484373307786882E+04    0.154266208410263062E+02    0.395090812444686890E+02    0.766868472099304199E+00
    0.659484373307786882E+04    0.154266208410263062E+02    0.395090812444686890E+02    0.766868472099304199E+00
    0.965223534466666206E+04    0.662682682275772095E+01    0.492344841361045837E+02    0.982988536357879639E+00
    0.965223534466666206E+04    0.662682682275772095E+01    0.492344841361045837E+02    0.982988536357879639E+00
    0.751004082938325610E+04    0.147727216049214505E+02    0.360755427736253580E+02    0.693194554477681396-309
    0.120199164984929757E+05    0.159711051764639080E+02    0.349702886861796998E+02    0.693194958178483462-309
    0.108012436163689472E+05    0.104208502283134656E+02    0.364560497671776673E+02    0.693199835691138922-309
    0.440361043375592362E+04    0.681306720798734933E+01    0.187966484934647369E+02    0.693194744615169350-309
    0.885063066061304999E+05    0.327070179581642151E+02    0.169408431649208069E+02    0.265352070331573486E+00
    0.885063066061304999E+05    0.327070179581642151E+02    0.169408431649208069E+02    0.265352070331573486E+00
    0.203723646203869175E+05    0.409170317649841309E+02    0.162403923273086548E+02    0.249786496162414551E+00
    0.913736373311061470E+05    0.414962199330329895E+02    0.166457358002662659E+02    0.258794128894805908E+00
    0.136850761276243211E+05    0.324314209818840027E+02    0.194195824861526489E+02    0.320435166358947754E+00
    0.156277334651695310E+05    0.347491982579231262E+02    0.259969598054885864E+02    0.466599106788635254E+00
    0.156277334651695310E+05    0.347491982579231262E+02    0.259969598054885864E+02    0.466599106788635254E+00
    0.458886220769652791E+05    0.499223875999450684E+02    0.959618240594863892E+01    0.102137386798858643E+00
    0.604308671991404772E+05    0.413300990417926286E+02    0.992606863282393270E+01    0.693194682971507799-309
    0.103975033117568582E+05    0.328798607956000311E+02    0.267368709970853189E+02    0.693186779659020604-309
    0.127531707263315602E+05    0.326218189000484244E+02    0.166522082380647305E+02    0.693194976826971501-309
    0.397407900464246632E+05    0.436266169280290512E+02    0.130079162437377764E+02    0.693194939588255643-309
    0.696779371949382912E+05    0.456890045392685238E+02    0.116253264287866038E+02    0.693195984541444375-309
    0.262905708187107484E+05    0.355052058521942016E+02    0.178243407920305472E+02    0.693196049816132695-309
    0.734630445371722180E+04    0.354944284749900874E+02    0.833415303674931351E+01    0.693195959901323435-309
    0.523664755068772411E+04    0.408198729643727845E+02    0.719449845733490356E+01    0.693194531614457670-309
    0.129882101414235003E+05    0.460282017145744433E+02    0.188255227916676589E+02    0.693196313742127229-309
    0.672707811617809348E+05    0.368666948237373688E+02    0.102455149224758681E+02    0.693197375234499420-309
    0.755044118781139423E+04    0.445760919093567622E+02    0.561929650724817265E+01    0.693197399539367175-309
    0.215654034756676883E+05    0.363685111695940293E+02    0.182293285625579529E+02    0.693197404877489565-309
    0.214044553692375230E+05    0.342748988879434933E+02    0.230229011712356311E+02    0.693197187564968181-309
    0.938543548385942631E+04    0.181229034066200256E+02    0.127930188179016113E+02    0.173178195953369141E+00
    0.343337548631410846E+04    0.582573145627975464E+01    0.106793415546417236E+02    0.126207590103149414E+00
    0.117671273434197992E+05    0.283004089427450616E+02    0.123163995108973623E+02    0.693194761501305468-309
    0.406962958247203460E+04    0.184220256209249484E+02    0.171392176058395194E+02    0.693195757591006574-309
    0.352474665016006975E+04    0.134620643035498251E+02    0.118311653735673765E+02    0.693197132000132235-309
